N,P,K,temperature,humidity,ph,rainfall,label,yield
93.77,77.12,52.25,28.96,85.24,6.38,140.15,banana,32.58
108.22,79.97,48.32,25.01,80.26,6.34,142.05,banana,37.79
83.62,74.29,51.03,29.43,84.58,6.86,130.72,banana,24.13
92.69,78.78,53.04,25.17,85.53,6.91,160.68,banana,20.3
98.39,71.26,51.12,27.3,84.77,6.39,119.68,banana,25.69
109.95,76.32,49.68,26.86,83.87,5.57,132.52,banana,22.62
90.33,72.63,53.36,28.61,75.6,6.53,114.53,banana,18.51
88.48,77.94,51.89,26.61,84.87,6.93,101.26,banana,26.2
89.93,78.21,54.87,25.27,89.87,6.08,124.89,banana,34.21
96.96,78.01,52.2,27.8,78.24,6.17,105.13,banana,18.89
89.91,74.57,52.2,25.81,89.39,6.67,162.66,banana,21.36
108.41,76.65,53.97,29.3,81.49,6.14,175.29,banana,36.14
100.93,74.69,53.41,27.15,83.46,6.88,112.72,banana,33.0
86.58,75.32,54.09,30.35,85.11,6.96,153.91,banana,30.42
91.89,70.13,54.47,30.71,80.49,6.09,104.87,banana,33.29
102.05,75.91,51.44,28.83,82.5,6.96,179.7,banana,28.8
107.09,76.16,54.57,29.59,77.2,5.9,114.87,banana,22.27
95.1,73.53,48.96,27.9,86.32,6.45,124.3,banana,28.65
109.56,74.34,50.63,30.62,77.18,6.11,112.81,banana,21.01
89.63,76.16,51.41,26.22,79.53,6.34,167.9,banana,35.75
97.66,76.28,49.55,26.68,84.98,6.12,100.23,banana,16.2
83.46,74.02,48.84,27.26,88.8,6.63,107.0,banana,15.48
105.29,78.48,52.72,25.89,87.53,6.9,120.32,banana,19.09
94.35,71.81,53.4,25.08,78.96,6.72,157.05,banana,39.59
100.35,77.65,52.19,28.08,88.55,6.57,134.06,banana,39.45
109.28,71.28,54.9,29.15,83.23,6.52,143.34,banana,24.56
94.68,73.23,51.19,26.98,84.08,5.58,178.97,banana,22.35
107.01,70.66,49.35,30.34,79.66,6.1,166.69,banana,15.41
91.93,73.08,52.33,29.6,78.98,6.51,189.76,banana,15.71
98.77,77.71,54.05,28.11,78.69,5.76,137.21,banana,15.66
91.5,77.57,50.49,25.73,84.5,6.76,109.78,banana,18.82
84.87,79.05,54.26,30.97,79.76,6.66,146.62,banana,24.25
106.21,78.54,49.4,29.0,83.84,5.84,102.37,banana,17.74
103.9,71.56,54.53,27.63,78.51,5.91,126.18,banana,35.46
99.58,72.51,51.85,27.74,77.73,6.53,157.48,banana,20.55
107.51,70.78,51.69,26.83,77.67,6.48,137.54,banana,35.3
95.35,79.61,48.68,26.6,77.52,6.76,171.54,banana,29.36
87.4,78.7,54.94,28.66,89.74,6.75,157.36,banana,26.53
100.56,78.95,49.4,31.08,87.33,6.76,163.57,banana,15.35
85.27,78.28,53.32,27.24,84.63,6.61,116.93,banana,25.46
86.51,70.92,50.07,30.74,86.66,6.97,177.55,banana,21.99
93.24,73.17,54.42,25.03,86.17,6.56,169.65,banana,37.23
93.87,72.81,51.54,31.47,85.92,6.22,110.87,banana,33.5
83.13,72.17,49.18,30.66,76.97,6.46,185.86,banana,22.25
85.56,73.99,53.55,29.51,84.08,6.92,117.05,banana,16.51
88.44,79.08,49.47,27.97,81.22,6.01,120.76,banana,33.98
92.8,73.9,49.25,25.76,85.26,6.9,130.17,banana,26.18
87.66,76.07,53.9,31.41,75.48,6.76,159.31,banana,35.31
87.22,75.61,48.14,29.57,79.3,6.68,150.79,banana,20.38
91.08,73.78,54.67,27.18,80.7,5.62,188.83,banana,28.47
98.81,79.55,54.11,25.39,78.97,5.97,151.92,banana,39.44
98.62,71.25,53.93,31.9,81.81,6.43,101.61,banana,23.01
85.15,76.3,48.77,25.04,78.49,6.08,134.21,banana,19.5
103.2,74.82,54.12,27.41,84.78,6.68,177.21,banana,32.59
107.91,78.79,53.04,27.65,81.84,6.56,187.96,banana,27.3
97.84,79.81,48.03,31.56,78.79,6.02,157.09,banana,36.67
94.62,75.76,48.62,26.86,88.56,6.08,166.27,banana,32.34
105.19,79.1,50.79,28.87,84.37,6.42,185.5,banana,27.57
94.45,72.09,52.28,28.64,82.41,6.85,141.34,banana,29.58
89.95,78.81,53.99,28.3,77.59,6.19,159.07,banana,29.39
103.92,79.26,51.8,31.6,84.51,5.86,159.94,banana,21.13
81.39,75.4,53.49,29.2,76.1,6.25,100.43,banana,19.23
103.64,73.0,51.25,31.37,84.74,6.17,120.81,banana,26.71
104.95,76.56,52.34,30.45,84.64,6.69,174.51,banana,21.23
99.24,73.47,50.28,28.54,86.76,6.24,161.13,banana,21.02
93.58,73.87,53.02,26.94,80.62,6.69,163.22,banana,20.49
90.84,74.38,49.18,26.88,87.2,6.2,105.36,banana,39.59
87.42,74.79,53.13,25.04,79.81,6.43,179.38,banana,33.36
100.12,78.63,48.07,28.45,89.34,5.98,167.27,banana,36.88
93.17,71.34,52.09,27.64,87.92,6.45,113.07,banana,21.85
7.12,5.83,39.51,28.94,46.31,7.32,100.15,mango,8.12
2.02,4.72,35.59,30.25,52.8,5.76,106.19,mango,13.59
7.46,2.01,37.19,29.91,58.19,6.25,108.82,mango,6.22
8.06,3.65,36.55,30.23,57.43,5.76,103.95,mango,14.2
4.14,3.99,31.15,29.59,61.45,5.7,117.38,mango,5.99
6.7,1.89,28.44,27.66,62.78,6.36,108.01,mango,6.08
3.93,4.4,33.12,32.41,64.68,5.6,119.32,mango,10.14
9.24,7.39,40.48,28.54,64.09,6.67,90.0,mango,10.64
6.48,0.88,37.31,32.48,60.22,5.7,99.99,mango,5.15
6.67,7.69,28.21,34.95,57.82,5.63,117.79,mango,13.84
3.33,4.22,31.47,33.93,49.22,7.5,117.45,mango,14.87
0.37,3.66,40.84,27.71,62.78,5.7,115.75,mango,12.71
5.1,6.46,30.9,28.61,60.75,6.1,107.75,mango,9.17
9.96,6.86,29.77,32.06,60.58,7.1,95.52,mango,7.26
7.28,8.15,28.25,28.53,54.94,5.69,94.33,mango,14.56
1.63,1.83,28.56,32.97,58.5,6.05,101.38,mango,9.39
0.3,6.38,34.51,29.4,59.07,6.9,101.49,mango,7.65
3.72,7.22,34.35,30.64,58.25,5.76,118.0,mango,13.22
5.73,6.17,31.37,32.35,55.31,6.44,114.5,mango,5.58
8.14,5.05,31.53,28.16,50.38,5.81,96.49,mango,14.38
2.66,8.05,34.37,30.86,46.69,5.86,108.1,mango,14.3
5.85,9.16,41.05,30.58,46.49,6.06,105.04,mango,6.94
3.33,8.09,30.99,27.3,62.53,6.02,116.51,mango,12.67
6.58,7.57,33.18,28.68,56.76,6.49,115.71,mango,9.19
9.25,2.17,36.95,28.93,64.15,6.02,92.15,mango,12.24
2.1,1.41,39.37,33.36,50.72,7.48,104.42,mango,11.84
6.2,6.19,30.83,29.3,64.32,6.81,91.16,mango,8.54
1.02,8.02,30.71,32.45,62.79,6.95,116.92,mango,6.01
2.25,4.83,33.55,31.06,57.6,6.58,103.15,mango,14.67
2.46,8.06,40.16,34.94,56.44,6.55,110.06,mango,6.4
5.39,3.18,29.4,27.19,49.16,7.0,116.07,mango,12.66
5.87,8.48,31.11,28.61,45.6,5.54,107.94,mango,13.08
9.2,3.23,34.49,29.82,51.08,5.54,97.26,mango,9.85
3.07,8.46,31.95,27.03,55.35,7.01,111.6,mango,5.83
6.26,2.02,32.63,31.46,63.28,7.06,93.59,mango,13.94
6.7,4.42,32.03,31.05,55.05,7.4,111.35,mango,8.55
2.35,8.43,31.35,33.56,56.9,6.97,99.45,mango,9.56
4.41,4.27,28.57,30.68,62.71,6.43,107.97,mango,14.65
7.7,1.49,29.36,32.71,55.16,6.25,100.34,mango,14.34
4.33,9.06,29.43,34.51,58.98,5.58,113.71,mango,8.22
0.79,3.62,35.71,33.56,57.38,6.41,102.27,mango,14.56
6.57,4.54,34.82,32.14,60.83,5.69,106.74,mango,12.93
0.6,3.83,36.77,30.2,64.14,7.43,110.72,mango,7.05
4.09,6.41,35.62,32.47,55.67,6.88,93.71,mango,9.44
9.04,8.68,38.23,29.95,59.13,5.65,118.05,mango,6.74
1.27,1.97,35.07,30.04,51.71,6.6,105.31,mango,14.2
1.48,4.88,41.32,30.71,46.28,5.89,113.43,mango,7.93
3.45,6.77,38.27,29.56,62.4,5.97,119.52,mango,6.28
7.01,5.3,30.37,34.12,49.64,5.83,115.02,mango,10.63
4.08,6.85,30.15,34.71,62.68,6.73,99.35,mango,11.3
4.99,4.3,36.58,34.95,47.57,7.2,117.6,mango,14.2
6.79,8.92,41.25,33.19,53.24,7.34,93.4,mango,11.86
1.35,5.64,30.92,34.26,46.65,6.8,105.77,mango,12.72
1.56,2.82,36.12,30.03,56.13,6.5,106.82,mango,14.06
7.14,8.93,38.39,31.86,59.15,6.66,111.7,mango,7.58
7.78,7.02,34.42,29.79,55.86,6.09,104.59,mango,11.43
5.26,4.07,37.36,29.55,55.27,7.08,90.9,mango,13.22
6.4,4.99,30.21,29.75,56.78,6.82,100.96,mango,6.71
7.26,6.84,38.44,31.67,64.59,6.33,110.13,mango,5.9
7.33,4.86,30.11,33.11,58.84,6.95,119.83,mango,11.08
8.11,2.21,30.01,28.16,64.94,6.74,98.36,mango,12.86
3.46,1.88,28.75,27.05,63.68,7.39,90.12,mango,9.28
1.89,3.84,29.83,30.26,62.14,5.63,109.67,mango,14.23
9.26,7.26,30.4,31.81,63.36,6.53,106.51,mango,12.25
5.11,8.54,33.36,30.27,56.92,6.98,119.3,mango,8.26
7.88,3.01,28.05,27.26,56.66,6.68,106.21,mango,7.26
7.02,1.95,34.32,32.62,63.51,6.18,102.67,mango,9.94
4.38,2.61,28.99,29.78,52.6,6.64,100.07,mango,13.97
2.76,3.0,30.21,30.15,46.91,7.23,107.0,mango,7.03
6.24,5.0,28.74,32.11,56.75,7.19,115.71,mango,5.04
1.29,7.81,40.98,28.35,63.09,6.26,99.67,mango,5.65
7.5,9.01,40.04,32.81,47.85,6.62,103.99,mango,10.19
8.19,6.05,30.37,32.46,52.11,5.71,100.32,mango,5.89
6.99,6.57,40.36,28.88,56.24,6.24,110.27,mango,12.83
4.54,6.23,29.51,29.63,58.8,5.85,90.45,mango,9.66
0.76,5.23,32.68,27.34,55.42,6.93,110.9,mango,14.04
7.04,6.63,29.15,29.48,47.67,6.47,111.2,mango,6.6
8.35,5.2,33.09,33.05,48.89,7.35,108.34,mango,12.06
8.21,5.68,37.02,28.6,53.38,5.9,107.36,mango,9.06
5.25,1.21,38.18,34.9,63.12,5.62,93.04,mango,8.78
3.37,3.49,28.1,29.14,46.54,7.08,100.33,mango,13.3
2.96,7.71,40.86,28.28,48.54,6.53,96.8,mango,7.59
6.99,5.34,38.08,34.9,48.57,5.96,119.73,mango,7.96
8.44,9.29,41.6,29.48,47.85,7.36,119.22,mango,12.0
2.33,1.18,31.62,32.33,53.27,6.35,107.57,mango,7.01
3.68,6.36,36.24,31.0,55.16,5.92,100.58,mango,5.43
2.14,7.87,38.56,27.0,45.01,6.33,109.83,mango,11.57
6.83,0.77,39.38,28.37,52.77,6.79,113.52,mango,8.02
3.83,1.23,28.2,34.98,64.54,7.43,111.69,mango,12.14
5.51,1.34,38.05,31.62,59.57,5.91,100.25,mango,6.28
4.52,6.42,39.65,27.08,46.15,5.85,98.66,mango,10.26
7.87,7.2,34.89,29.25,56.33,5.92,92.79,mango,8.87
4.38,1.04,37.91,27.45,49.21,7.16,109.51,mango,8.52
3.68,1.53,36.23,32.7,57.96,5.64,103.65,mango,13.89
5.42,8.94,31.91,33.55,61.27,7.39,90.76,mango,13.33
9.94,9.66,32.84,32.48,58.83,6.06,119.01,mango,10.33
4.73,3.35,35.27,29.07,58.1,6.27,115.28,mango,10.43
9.35,6.28,28.58,27.67,53.66,6.33,107.78,mango,10.7
9.05,2.95,37.07,34.64,54.72,6.66,119.5,mango,11.69
5.81,6.94,41.57,32.9,48.11,5.82,110.77,mango,14.17
11.08,23.37,200.71,34.71,85.42,6.97,62.67,grapes,14.03
10.81,24.68,206.59,23.83,80.73,5.82,69.37,grapes,18.65
19.54,24.3,203.87,31.69,88.07,5.89,73.2,grapes,8.93
15.02,24.13,209.13,33.18,88.74,6.03,60.03,grapes,8.92
13.65,21.23,200.46,25.84,89.08,6.6,57.41,grapes,18.58
17.2,24.26,195.31,27.56,91.7,5.64,71.73,grapes,22.57
12.66,22.02,195.06,23.5,81.44,6.62,64.06,grapes,16.01
13.73,21.26,198.32,27.78,84.55,6.07,66.31,grapes,17.73
13.21,25.03,208.31,29.86,94.99,6.52,58.8,grapes,19.6
12.76,21.23,207.16,33.48,84.8,5.88,65.68,grapes,13.17
18.53,23.34,202.4,32.34,93.33,6.69,60.27,grapes,24.61
19.35,29.57,198.46,28.85,85.44,5.67,62.64,grapes,13.52
12.89,26.85,208.69,28.94,81.25,5.5,57.89,grapes,11.27
12.86,26.6,195.19,27.13,90.68,6.95,66.83,grapes,8.92
18.2,25.34,206.81,34.42,90.44,6.17,63.16,grapes,16.93
17.89,20.38,209.86,34.8,84.46,6.07,71.21,grapes,24.29
10.59,24.06,204.02,29.91,93.34,6.1,73.42,grapes,22.7
19.4,26.97,209.07,24.2,92.98,5.65,55.02,grapes,8.25
18.34,27.54,198.17,33.9,94.46,5.98,68.77,grapes,14.78
18.45,24.33,203.78,27.91,93.96,6.36,61.84,grapes,17.26
13.07,25.9,203.45,30.63,91.03,6.9,70.43,grapes,8.61
12.69,22.83,209.44,33.04,81.74,5.79,60.83,grapes,8.21
10.64,29.49,201.6,27.46,91.8,6.97,57.3,grapes,21.5
12.74,29.66,199.25,34.61,81.42,5.77,57.23,grapes,17.38
18.01,28.94,208.91,29.47,88.16,6.04,65.43,grapes,22.78
10.19,26.69,197.89,25.06,82.76,6.29,65.16,grapes,11.27
14.54,20.35,205.88,22.88,87.55,6.18,73.17,grapes,17.31
12.46,20.63,206.97,34.13,84.7,6.43,61.06,grapes,13.94
19.38,22.69,203.19,32.49,88.3,6.53,65.66,grapes,8.07
19.7,24.99,200.8,27.6,83.54,6.81,66.73,grapes,16.83
17.45,24.97,198.32,24.16,90.09,5.71,58.46,grapes,18.19
17.49,25.08,197.44,34.37,89.52,6.24,62.19,grapes,11.15
18.08,20.3,203.71,25.0,92.61,6.9,65.15,grapes,8.83
18.38,24.93,197.91,23.64,83.83,5.76,62.73,grapes,23.6
19.23,22.6,196.0,30.02,83.07,6.09,56.66,grapes,10.96
11.62,26.25,200.26,28.3,84.94,5.97,59.34,grapes,20.87
17.08,23.05,207.83,34.98,83.12,6.22,70.5,grapes,23.26
18.86,24.64,200.75,32.92,87.9,6.67,64.32,grapes,21.58
13.0,22.65,205.65,22.91,84.91,6.73,67.59,grapes,22.8
10.22,21.52,201.74,31.87,93.21,6.67,64.52,grapes,19.12
14.83,22.08,201.47,26.65,81.1,6.28,62.64,grapes,18.07
19.78,29.34,206.58,23.44,89.13,5.87,69.76,grapes,8.04
17.65,25.72,208.67,33.49,84.0,6.27,55.33,grapes,9.59
11.9,28.43,198.92,24.63,81.53,5.96,68.66,grapes,16.45
16.59,23.81,201.05,33.75,85.45,6.37,60.02,grapes,22.83
15.54,27.07,206.78,28.73,91.3,6.44,63.71,grapes,20.25
19.1,27.55,205.61,27.42,80.02,5.6,70.37,grapes,17.64
11.0,20.88,203.01,30.34,80.17,6.79,65.68,grapes,12.94
12.74,22.85,195.83,22.54,85.39,5.84,60.02,grapes,17.63
16.22,29.98,197.98,26.62,83.69,5.9,68.03,grapes,11.13
15.36,25.51,195.37,25.77,81.48,5.74,65.67,grapes,24.25
12.25,23.98,206.04,22.88,83.92,5.51,57.1,grapes,23.53
11.02,28.9,207.71,32.0,87.79,6.92,63.69,grapes,20.71
10.49,29.62,200.67,31.29,82.43,5.91,64.29,grapes,11.65
15.67,26.38,200.38,29.6,83.27,6.57,74.78,grapes,18.11
19.59,27.42,200.48,30.44,90.33,6.99,72.59,grapes,18.6
13.67,22.67,204.73,30.86,85.69,6.5,65.91,grapes,21.75
11.13,21.16,208.86,25.05,84.92,5.63,57.49,grapes,12.12
12.06,23.97,204.34,22.17,87.52,5.83,56.18,grapes,21.23
11.57,29.88,197.87,28.13,86.16,6.04,62.75,grapes,8.35
13.09,29.54,197.35,26.96,94.85,5.6,73.83,grapes,15.72
18.48,23.16,209.8,25.0,87.09,5.7,66.45,grapes,14.85
14.36,22.62,200.44,28.0,90.16,5.58,63.97,grapes,20.58
17.52,21.92,207.61,30.2,87.26,6.3,70.76,grapes,22.34
17.01,24.74,199.78,23.84,93.98,6.11,73.7,grapes,23.84
13.13,25.98,209.93,31.93,86.17,6.63,55.53,grapes,14.33
15.94,22.02,205.26,34.83,81.39,5.78,62.38,grapes,20.55
11.3,27.23,203.7,23.29,89.67,6.51,73.15,grapes,19.36
17.58,26.64,198.25,32.65,87.05,5.96,68.68,grapes,11.66
16.28,29.28,202.52,24.32,93.85,5.61,61.93,grapes,14.72
11.67,21.5,206.44,25.23,83.17,6.86,56.88,grapes,14.72
16.64,23.91,205.76,26.77,85.55,5.59,56.99,grapes,13.39
14.55,27.0,198.18,29.39,87.52,6.48,68.73,grapes,16.5
14.21,20.03,199.16,33.03,91.25,5.87,68.13,grapes,11.54
13.31,29.12,208.78,33.74,91.36,5.69,73.92,grapes,18.06
15.08,24.27,206.24,30.59,86.01,6.55,73.21,grapes,21.18
17.24,24.08,205.06,26.66,93.62,6.32,55.28,grapes,22.56
17.79,23.92,206.03,23.07,94.58,5.52,58.63,grapes,20.31
14.47,28.78,203.59,29.0,86.99,5.93,60.58,grapes,14.36
11.14,28.81,195.08,25.32,89.48,5.51,65.34,grapes,19.03
11.39,29.22,199.27,24.27,84.43,5.55,74.33,grapes,17.68
18.83,28.52,200.52,30.99,80.01,6.41,60.56,grapes,9.25
19.52,23.57,197.05,24.9,89.94,5.57,72.3,grapes,17.22
17.39,24.25,201.54,32.76,85.0,6.08,73.97,grapes,23.29
10.44,25.32,202.42,29.44,93.09,6.05,59.69,grapes,22.54
16.48,27.72,202.28,34.39,91.2,6.85,55.62,grapes,13.87
19.38,29.46,208.19,31.26,94.03,6.27,72.74,grapes,14.29
10.51,21.32,203.94,27.32,88.82,6.09,62.07,grapes,14.69
13.36,22.52,196.14,26.37,90.22,5.52,66.07,grapes,24.33
14.11,26.83,209.03,30.52,94.79,5.61,63.61,grapes,20.62
11.45,26.09,203.5,27.18,91.32,6.61,57.38,grapes,23.78
11.26,25.95,205.01,26.91,82.98,5.52,63.31,grapes,22.67
13.54,22.75,204.33,31.91,94.2,5.59,70.23,grapes,8.39
16.46,20.07,203.67,24.01,87.15,6.18,72.66,grapes,11.1
14.18,23.36,204.91,33.49,85.16,5.89,58.7,grapes,11.24
14.85,29.67,203.22,22.42,80.21,5.57,69.69,grapes,9.24
19.9,24.83,209.61,25.78,81.02,5.96,73.73,grapes,19.71
12.39,23.09,202.75,26.35,90.22,5.82,56.09,grapes,10.9
12.57,28.36,198.66,24.07,80.68,6.72,57.07,grapes,15.17
19.83,27.92,207.44,29.27,84.71,5.7,73.68,grapes,19.6
102.17,20.68,59.2,31.2,83.81,6.92,57.13,watermelon,22.04
100.05,14.37,52.42,25.54,87.65,6.63,81.51,watermelon,15.46
100.91,23.51,56.88,24.8,87.07,6.88,60.34,watermelon,16.38
99.03,16.14,48.06,33.84,86.91,6.65,52.75,watermelon,29.19
101.3,21.53,59.83,25.66,87.25,6.21,78.57,watermelon,29.28
108.56,19.98,56.94,34.33,82.46,6.92,73.16,watermelon,23.53
107.0,15.73,57.97,30.91,83.66,6.55,78.73,watermelon,20.91
108.37,19.69,59.38,30.87,87.26,6.16,78.1,watermelon,22.4
102.58,22.28,51.25,29.34,92.31,6.63,62.55,watermelon,11.79
106.79,15.88,55.86,26.07,94.73,6.05,65.29,watermelon,19.11
102.94,16.29,51.12,28.24,83.1,6.22,60.14,watermelon,29.83
104.93,23.6,54.49,25.5,92.62,6.07,61.18,watermelon,14.49
98.15,15.65,59.08,24.34,83.97,6.98,58.36,watermelon,19.45
103.32,15.8,57.16,26.96,83.58,6.59,71.39,watermelon,22.16
107.12,20.03,45.0,34.94,87.0,6.22,89.38,watermelon,15.76
106.71,15.83,58.7,25.72,88.29,6.3,67.05,watermelon,20.09
109.15,15.55,58.31,31.96,82.46,6.27,69.66,watermelon,22.21
106.74,19.69,50.83,34.85,83.61,6.46,48.26,watermelon,29.98
100.4,19.0,45.49,33.12,89.22,6.87,83.13,watermelon,15.48
101.39,16.56,56.57,24.32,94.11,6.82,73.86,watermelon,12.3
107.44,23.27,54.8,32.01,92.47,6.02,51.28,watermelon,11.83
106.12,17.34,51.35,32.7,80.29,6.53,63.32,watermelon,10.12
106.98,15.26,48.79,25.63,81.62,6.22,47.11,watermelon,23.5
104.28,21.01,52.97,32.88,81.7,6.08,47.48,watermelon,24.31
103.23,19.67,47.16,27.16,88.62,6.95,80.0,watermelon,11.84
106.41,22.92,48.73,27.57,88.14,6.28,50.93,watermelon,12.35
105.37,22.82,51.87,30.46,81.03,6.07,54.88,watermelon,10.23
108.76,15.51,45.67,31.34,81.98,6.92,69.35,watermelon,18.15
104.99,17.21,45.85,31.58,90.87,6.23,48.65,watermelon,17.89
104.23,19.04,53.1,30.36,82.72,6.49,65.01,watermelon,24.79
108.84,22.82,54.21,24.97,86.51,6.42,82.94,watermelon,11.27
108.67,14.36,57.84,25.0,92.58,6.66,63.21,watermelon,22.93
108.52,14.05,47.23,30.5,93.88,6.53,87.82,watermelon,22.14
99.07,23.47,54.61,26.56,81.27,6.67,58.1,watermelon,24.82
99.11,17.2,48.59,24.15,90.16,6.65,63.29,watermelon,23.53
101.28,17.58,52.74,28.04,90.83,6.86,84.98,watermelon,15.45
105.21,19.16,49.96,25.47,83.77,6.8,45.53,watermelon,12.26
102.84,20.4,55.65,30.7,80.03,6.22,63.05,watermelon,18.75
98.17,19.73,54.62,33.91,89.78,6.93,56.97,watermelon,15.79
100.63,20.61,52.9,26.94,89.41,6.62,58.48,watermelon,29.94
100.46,14.5,46.81,25.52,88.58,6.72,74.63,watermelon,15.56
106.9,17.5,46.53,24.18,90.24,6.72,84.27,watermelon,28.12
104.09,22.85,55.51,28.63,87.2,6.95,80.29,watermelon,13.61
100.27,21.07,46.12,33.03,83.24,6.05,70.89,watermelon,12.34
105.81,14.59,49.93,26.15,93.38,6.36,58.38,watermelon,12.87
102.35,23.1,50.26,27.14,84.57,6.85,73.98,watermelon,13.08
99.96,16.16,53.94,28.15,81.18,6.55,62.14,watermelon,24.85
103.4,22.74,58.64,29.5,85.08,6.12,74.96,watermelon,12.77
108.06,19.18,52.05,33.92,94.65,6.7,78.89,watermelon,22.89
108.77,22.37,51.92,29.91,94.47,6.15,64.9,watermelon,26.69
107.17,17.22,45.39,25.58,94.33,6.43,65.28,watermelon,22.63
103.92,19.74,58.43,26.16,92.03,6.55,86.36,watermelon,16.52
100.41,14.72,52.26,24.5,84.99,6.83,67.46,watermelon,13.77
101.03,19.39,49.92,28.81,83.09,6.38,54.66,watermelon,15.1
102.77,22.84,55.64,32.18,89.39,6.6,85.63,watermelon,20.12
101.07,16.04,59.42,24.37,94.08,6.29,63.58,watermelon,19.37
98.26,22.74,57.8,24.68,82.5,6.28,65.95,watermelon,15.89
98.02,18.18,49.69,27.98,85.85,6.83,45.86,watermelon,24.93
103.48,19.42,51.94,33.1,84.82,6.52,69.25,watermelon,10.28
108.94,14.77,50.45,32.75,93.02,6.45,73.1,watermelon,25.31
106.97,23.1,57.83,26.11,91.99,6.13,61.07,watermelon,26.17
100.66,20.86,59.5,31.67,89.7,6.21,73.44,watermelon,14.96
104.78,14.15,50.77,27.55,84.45,6.74,48.99,watermelon,15.9
104.45,19.49,47.1,30.8,81.77,6.31,59.21,watermelon,28.22
107.34,15.14,49.11,32.9,80.08,6.37,81.41,watermelon,18.08
109.04,17.89,57.56,27.15,94.06,6.6,52.67,watermelon,28.71
103.71,20.05,55.54,33.42,81.07,6.03,51.71,watermelon,24.84
105.99,17.97,56.08,32.97,80.89,6.67,66.34,watermelon,27.66
107.17,20.69,54.38,28.09,84.3,6.99,48.82,watermelon,24.89
108.34,20.19,52.52,24.75,87.19,6.57,79.23,watermelon,23.28
103.15,22.11,48.26,33.32,92.08,6.71,65.31,watermelon,19.02
104.9,20.25,50.0,30.85,81.42,6.33,54.7,watermelon,17.67
103.93,21.3,56.63,32.76,93.93,6.14,52.98,watermelon,24.88
107.88,17.57,48.88,24.15,88.51,6.5,63.54,watermelon,15.86
109.76,22.09,47.7,28.93,94.83,6.06,87.16,watermelon,26.3
107.44,16.76,56.72,24.33,92.12,6.92,73.83,watermelon,25.95
102.16,16.3,57.2,28.96,82.17,6.12,55.39,watermelon,24.91
105.59,20.69,49.73,30.76,93.78,6.75,63.31,watermelon,16.26
108.67,23.62,47.93,33.91,94.71,6.88,82.76,watermelon,27.19
102.99,19.36,59.81,32.97,93.55,6.64,68.89,watermelon,12.67
99.77,17.31,51.65,30.67,80.12,6.61,59.32,watermelon,14.0
107.12,23.44,51.22,33.32,80.99,6.36,89.24,watermelon,28.37
102.41,16.43,56.64,28.05,89.21,6.95,67.53,watermelon,18.14
100.07,14.86,57.7,32.16,91.84,6.86,51.21,watermelon,13.39
106.37,14.1,51.02,27.77,88.57,6.58,75.59,watermelon,23.66
101.33,18.74,54.31,26.86,83.22,6.03,58.67,watermelon,11.12
105.78,19.44,55.86,24.32,85.25,6.89,86.63,watermelon,17.9
100.44,23.2,45.89,32.22,89.62,6.2,62.15,watermelon,11.78
104.11,21.21,50.1,26.29,87.19,6.38,61.68,watermelon,28.82
108.42,21.22,59.55,29.67,89.04,6.89,89.53,watermelon,16.43
100.62,20.5,53.08,33.94,83.21,6.79,54.09,watermelon,22.57
98.33,21.22,49.29,29.31,85.14,6.43,51.4,watermelon,16.17
98.53,21.63,52.41,30.14,80.19,6.63,73.24,watermelon,20.41
103.2,16.01,55.56,28.28,83.2,6.91,85.08,watermelon,14.48
99.01,20.02,45.25,30.58,84.4,6.92,70.64,watermelon,28.89
107.0,20.15,54.98,33.53,80.33,6.56,47.28,watermelon,18.6
109.96,19.65,53.76,27.75,92.88,6.71,89.45,watermelon,14.66
106.82,14.79,54.96,29.22,89.41,6.36,75.42,watermelon,16.34
107.3,15.01,52.71,32.88,92.98,6.19,69.45,watermelon,14.45
108.37,19.13,57.35,30.21,85.87,6.28,84.53,watermelon,12.92
102.22,13.91,54.44,34.29,94.89,6.4,29.24,muskmelon,10.33
102.88,12.83,48.86,33.37,95.18,6.86,32.92,muskmelon,19.48
108.12,10.04,48.95,29.73,92.29,6.84,24.54,muskmelon,13.14
105.89,13.53,52.97,29.29,90.13,6.44,21.37,muskmelon,8.58
104.85,16.82,54.72,36.78,94.19,6.72,30.86,muskmelon,10.86
107.06,18.26,52.31,35.48,90.45,6.0,31.37,muskmelon,12.94
95.68,10.15,53.65,32.43,93.34,6.88,32.31,muskmelon,19.87
107.88,14.26,48.99,35.14,90.39,6.24,23.68,muskmelon,11.65
102.62,10.2,48.62,28.06,95.56,6.49,30.41,muskmelon,13.64
104.36,11.98,58.38,37.35,95.75,6.4,30.52,muskmelon,12.22
100.15,16.32,57.51,37.55,94.97,6.36,31.84,muskmelon,14.94
98.02,15.06,54.07,35.19,94.98,6.88,27.23,muskmelon,14.9
108.38,16.46,59.32,37.12,96.87,6.93,26.79,muskmelon,9.39
106.75,16.48,55.32,32.34,97.38,6.57,29.44,muskmelon,15.62
107.58,10.85,51.14,30.22,94.62,6.15,25.29,muskmelon,9.49
107.13,12.86,59.24,37.05,95.63,6.51,32.9,muskmelon,10.11
98.66,11.44,59.71,30.98,94.16,6.33,32.36,muskmelon,16.86
98.84,19.31,55.8,30.38,93.84,6.59,27.13,muskmelon,15.02
97.77,17.06,56.67,33.4,90.49,6.61,21.7,muskmelon,16.76
